url,Citazioni
conf/sosp/sosp2017,851
conf/sosp/sosp2019,91
conf/sosp/sosp69,93
conf/sosp/sosp71,100
conf/sosp/sosp73,91
conf/sosp/sosp75,278
conf/sosp/sosp77,275
conf/sosp/sosp79,350
conf/sosp/sosp81,600
conf/sosp/sosp83,610
conf/sosp/sosp85,926
conf/sosp/sosp87,821
conf/sosp/sosp89,1120
conf/sosp/sosp91,1289
conf/sosp/sosp93,1141
conf/sosp/sosp95,1619
conf/sosp/sosp97,2037
conf/sosp/sosp99,1430
conf/sosp/systex2017,39
conf/sosp/trios2013,111
conf/sosr/sosr2015,365
conf/sosr/sosr2016,249
conf/sosr/sosr2017,201
conf/sosr/sosr2018,98
conf/sosr/sosr2019,13
conf/sosr/sosr2020,7
conf/soups/soups2005,517
conf/soups/soups2006,430
conf/soups/soups2007,474
conf/soups/soups2008,250
conf/soups/soups2009,433
conf/soups/soups2010,252
conf/soups/soups2011,286
conf/soups/soups2012,692
conf/soups/soups2013,245
conf/southchi/chikdd2013,122
conf/southchi/southchi2013,179
conf/spaa/spaa2000,187
conf/spaa/spaa2001,316
conf/spaa/spaa2002,441
conf/spaa/spaa2003,509
conf/spaa/spaa2004,583
conf/spaa/spaa2005,459
conf/spaa/spaa2006,285
conf/spaa/spaa2007,627
conf/spaa/spaa2008,870
conf/spaa/spaa2009,472
conf/spaa/spaa2010,670
conf/spaa/spaa2011,729
conf/spaa/spaa2012,422
conf/spaa/spaa2013,367
conf/spaa/spaa2014,243
conf/spaa/spaa2015,299
conf/spaa/spaa2016,246
conf/spaa/spaa2017,151
conf/spaa/spaa2018,120
conf/spaa/spaa2019,58
conf/spaa/spaa2020,21
conf/spaa/spaa89,465
conf/spaa/spaa90,477
conf/spaa/spaa91,312
conf/spaa/spaa92,445
conf/spaa/spaa93,380
conf/spaa/spaa94,371
conf/spaa/spaa95,539
conf/spaa/spaa96,459
conf/spaa/spaa97,620
conf/spaa/spaa98,364
conf/spaa/spaa99,241
conf/spaccs/spaccs2016,35
conf/spaccs/spaccs2016w,20
conf/spaccs/spaccs2017,55
conf/spaccs/spaccs2017w,64
conf/spaccs/spaccs2018,44
conf/spaccs/spaccs2019,24
conf/spaccs/spaccs2019w,15
conf/space/space2012,35
conf/space/space2013,37
conf/space/space2014,83
conf/space/space2015,55
conf/space/space2016,100
conf/space/space2017,23
conf/space/space2018,21
conf/space/space2019,4
conf/spc/spc2003,565
conf/spc/spc2005,295
conf/spc/spc2006,166
conf/speakerc/speakerc2007-1,232
conf/speakerc/speakerc2007-2,89
conf/specom/specom2013,129
conf/specom/specom2014,89
conf/specom/specom2015,105
conf/specom/specom2016,134
conf/specom/specom2017,86
conf/specom/specom2018,47
conf/specom/specom2019,27
conf/specom/specom2020,1
conf/spice/spice2011,117
conf/spice/spice2012,183
conf/spice/spice2013,84
conf/spice/spice2014,69
conf/spice/spice2015,86
conf/spice/spice2016,79
conf/spice/spice2017,89
conf/spieSR/spieSR2000,171
conf/spieSR/spieSR2001,189
conf/spieSR/spieSR2002,91
conf/spieSR/spieSR2003,155
conf/spieSR/spieSR2004,238
conf/spieSR/spieSR2005,43
conf/spieSR/spieSR93,872
conf/spieSR/spieSR94,544
conf/spieSR/spieSR95,1060
conf/spieSR/spieSR96,909
conf/spieSR/spieSR97,510
conf/spieSR/spieSR98,297
conf/spieSR/spieSR99,384
conf/spieVIP/spieVIP1992,25
conf/spieVIP/spieVIP1993,59
conf/spieVIP/spieVIP1994,16
conf/spieVIP/spieVIP1995,56
conf/spieVIP/spieVIP1996,12
conf/spieVIP/spieVIP1997,32
conf/spieVIP/spieVIP1998,40
conf/spieVIP/spieVIP1999,24
conf/spieVIP/spieVIP2000,36
conf/spieVIP/spieVIP2001,18
conf/spieVIP/spieVIP2002,69
conf/spieVIP/spieVIP2003,62
conf/spieVIP/spieVIP2004,66
conf/spieVIP/spieVIP2005,65
conf/spieVIP/spieVIP2006,77
conf/spieVIP/spieVIP2007,22
conf/spieVIP/spieVIP2008,42
conf/spieVIP/spieVIP2009,21
conf/spieVIP/spieVIP2010,18
conf/spieVIP/spieVIP2011,5
conf/spieVIP/spieVIP2012,26
conf/spin/lncs5000,210
conf/spin/spin1999,273
conf/spin/spin2000,487
conf/spin/spin2001,418
conf/spin/spin2002,175
conf/spin/spin2003,507
conf/spin/spin2004,356
conf/spin/spin2005,276
conf/spin/spin2006,276
conf/spin/spin2007,368
conf/spin/spin2008,208
conf/spin/spin2009,177
conf/spin/spin2010,133
conf/spin/spin2011,70
conf/spin/spin2012,134
conf/spin/spin2013,140
conf/spin/spin2014,109
conf/spin/spin2015,144
conf/spin/spin2016,64
conf/spin/spin2017,82
conf/spin/spin2018,23
conf/spin/spin2019,9
conf/spire/spire2002,152
conf/spire/spire2003,211
conf/spire/spire2004,203
conf/spire/spire2005,309
conf/spire/spire2006,184
conf/spire/spire2007,199
conf/spire/spire2008,119
conf/spire/spire2009,244
conf/spire/spire2010,308
conf/spire/spire2011,150
conf/spire/spire2012,186
conf/spire/spire2013,123
conf/spire/spire2014,51
conf/spire/spire2015,88
conf/spire/spire2016,41
conf/spire/spire2017,45
conf/spire/spire2018,29
conf/spire/spire2019,21
conf/splc/splc2004,431
conf/splc/splc2005,633
conf/splc/splc2010,476
conf/splc/splc2011w,206
conf/splc/splc2012-1,393
conf/splc/splc2012-2,176
conf/splc/splc2013,432
conf/splc/splc2013w,179
conf/splc/splc2014,291
conf/splc/splc2014w,100
conf/splc/splc2015,370
conf/splc/splc2016,185
conf/splc/splc2017a,77
conf/splc/splc2017b,59
conf/splc/splc2018-1,71
conf/splc/splc2018-2,25
conf/splc/splc2019a,68
conf/splc/splc2019b,37
conf/splc/splc2020a,4
conf/splc/splc2020b,2
conf/spml/spml2018,7
conf/springsim/springsim2010,326
conf/spw/spw1999,22
conf/spw/spw2000,147
conf/spw/spw2001,51
conf/spw/spw2002,85
conf/spw/spw2003,84
conf/spw/spw2004,77
conf/spw/spw2005,51
conf/spw/spw2006,34
conf/spw/spw2007,21
conf/spw/spw2008,24
conf/spw/spw2009,55
conf/spw/spw2010,9
conf/spw/spw2011,78
conf/spw/spw2012,29
conf/spw/spw2013,28
conf/spw/spw2014,43
conf/spw/spw2015,40
conf/spw/spw2016,10
conf/spw/spw2017,7
conf/spw/spw2018,8
conf/spw/spw96,360
conf/sq/sq1995,20
conf/ssbse/ssbse2011,180
conf/ssbse/ssbse2012,162
conf/ssbse/ssbse2013,142
conf/ssbse/ssbse2014,163
conf/ssbse/ssbse2015,96
conf/ssbse/ssbse2016,61
conf/ssbse/ssbse2017,46
conf/ssbse/ssbse2018,22
conf/ssbse/ssbse2019,14
conf/ssc/ssc2007,82
conf/sscc/sscc2013,80
conf/sscc/sscc2014,62
conf/sscc/sscc2015,68
conf/sscc/sscc2016,33
conf/sscc/sscc2017,22
conf/sscc/sscc2018,18
conf/ssd/ssd89,369
conf/ssd/ssd91,346
conf/ssd/ssd93,294
conf/ssd/ssd95,608
conf/ssd/ssd97,234
conf/ssd/ssd99,483
conf/ssd/sstd2001,976
conf/ssd/sstd2003,356
conf/ssd/sstd2005,809
conf/ssd/sstd2007,483
conf/ssd/sstd2009,282
conf/ssd/sstd2011,396
conf/ssd/sstd2013,207
conf/ssd/sstd2015,117
conf/ssd/sstd2017,61
conf/ssd/sstd2019,20
conf/ssdbm/ssdbm2008,180
conf/ssdbm/ssdbm2009,287
conf/ssdbm/ssdbm2010,218
conf/ssdbm/ssdbm2011,222
conf/ssdbm/ssdbm2012,203
conf/ssdbm/ssdbm2013,381
conf/ssdbm/ssdbm2014,225
conf/ssdbm/ssdbm2015,144
conf/ssdbm/ssdbm2016,68
conf/ssdbm/ssdbm2017,149
conf/ssdbm/ssdbm2018,26
conf/ssdbm/ssdbm2019,15
conf/ssdbm/ssdbm2020,3
conf/ssdbm/ssdbm90,92
conf/ssdgp/ssdgp2006,60
conf/ssgip/ssgip2010,38
conf/sspr/sspr1996,118
conf/sspr/sspr2000,290
conf/sspr/sspr2002,602
conf/sspr/sspr2004,416
conf/sspr/sspr2006,436
conf/sspr/sspr2008,436
conf/sspr/sspr2010,143
conf/sspr/sspr2012,107
conf/sspr/sspr2014,123
conf/sspr/sspr2016,68
conf/sspr/sspr2018,17
conf/ssr/ssr2001,186
conf/ssr/ssr95,294
conf/ssr/ssr97,158
conf/ssr/ssr99,275
conf/sss/sss2003,121
conf/sss/sss2005,85
conf/sss/sss2006,223
conf/sss/sss2007,113
conf/sss/sss2008,74
conf/sss/sss2009,250
conf/sss/sss2010,125
conf/sss/sss2011,360
conf/sss/sss2012,108
conf/sss/sss2013,105
conf/sss/sss2014,103
conf/sss/sss2015,125
conf/sss/sss2016,91
conf/sss/sss2017,83
conf/sss/sss2018,36
conf/sss/sss2019,7
conf/sswmc/sfswmc2008,359
conf/sswmc/sswmc2004,641
conf/sswmc/sswmc2005,572
conf/sswmc/sswmc2006,424
conf/sswmc/sswmc2007,817
conf/sswmc/swmc1999,1115
conf/sswmc/swmc2000,794
conf/sswmc/swmc2001,865
conf/sswmc/swmc2002,758
conf/sswmc/swmc2003,628
conf/sta/sta2011,44
conf/sta/sta2011w,36
conf/stacs/stacs2000,502
conf/stacs/stacs2001,372
conf/stacs/stacs2002,359
conf/stacs/stacs2003,399
conf/stacs/stacs2004,363
conf/stacs/stacs2005,529
conf/stacs/stacs2006,517
conf/stacs/stacs2007,384
conf/stacs/stacs84,89
conf/stacs/stacs86,124
conf/stacs/stacs90,185
conf/stacs/stacs92,262
conf/stacs/stacs93,306
conf/stacs/stacs94,226
conf/stacs/stacs95,486
conf/stacs/stacs96,243
conf/stacs/stacs99,1054
conf/staf/bigmde2013,36
conf/staf/staf2016w,64
conf/staf/staf2017w,28
conf/staf/staf2018w,53
conf/staf/vao2014,23
conf/stairs/stairs2012,2
conf/stairs/stairs2014,1
conf/stast/stast2016,17
conf/stast/stast2017,10
conf/stast/stast2018,1
conf/stdbm/stdbm99,138
conf/stm/stm2010,173
conf/stm/stm2011,83
conf/stm/stm2012,82
conf/stm/stm2013,25
conf/stm/stm2014,77
conf/stm/stm2015,28
conf/stm/stm2016,33
conf/stm/stm2017,22
conf/stm/stm2018,10
conf/stm/stm2019,4
conf/stoc/stoc1993,2116
conf/stoc/stoc1994,1851
conf/stoc/stoc1995,1759
conf/stoc/stoc1996,1184
conf/stoc/stoc1997,2079
conf/stoc/stoc1998,4079
conf/stoc/stoc1999,1623
conf/stoc/stoc2000,1917
conf/stoc/stoc2001,2382
conf/stoc/stoc2002,1780
conf/stoc/stoc2003,1612
conf/stoc/stoc2004,2181
conf/stoc/stoc2005,1732
conf/stoc/stoc2006,1624
conf/stoc/stoc2007,1707
conf/stoc/stoc2008,2698
conf/stoc/stoc2009,1697
conf/stoc/stoc2010,1348
conf/stoc/stoc2011,1564
conf/stoc/stoc2012,1327
conf/stoc/stoc2013,1699
conf/stoc/stoc2014,1574
conf/stoc/stoc2015,1235
conf/stoc/stoc2016,860
conf/stoc/stoc2017,605
conf/stoc/stoc2018,321
conf/stoc/stoc2019,223
conf/stoc/stoc2020,46
conf/stoc/stoc69,154
conf/stoc/stoc70,102
conf/stoc/stoc71,50
conf/stoc/stoc72,198
conf/stoc/stoc73,667
conf/stoc/stoc74,296
conf/stoc/stoc75,338
conf/stoc/stoc76,436
conf/stoc/stoc77,575
conf/stoc/stoc78,1320
conf/stoc/stoc79,1134
conf/stoc/stoc80,452
conf/stoc/stoc81,954
conf/stoc/stoc82,1027
conf/stoc/stoc83,1113
conf/stoc/stoc84,1045
conf/stoc/stoc85,804
conf/stoc/stoc86,1271
conf/stoc/stoc87,2082
conf/stoc/stoc88,2120
conf/stoc/stoc89,2215
conf/stoc/stoc90,1594
conf/stoc/stoc91,1580
conf/stoc/stoc92,1382
conf/storagess/storagess2005,162
conf/storagess/storagess2006,77
conf/storagess/storagess2007,81
conf/storagess/storagess2008,245
conf/storytelling/storytelling2001,58
conf/storytelling/storytelling2003,96
conf/storytelling/storytelling2005,125
conf/storytelling/storytelling2007,151
conf/strict/strict1995,139
conf/sucoms/sucoms2010,112
conf/sucoms/sucoms2011,58
conf/sugarloafplop/sugarloafplop2010,10
conf/sugarloafplop/sugarloafplop2012,3
conf/sui/sui2013,84
conf/sui/sui2014,187
conf/sui/sui2015,143
conf/sui/sui2016,135
conf/sui/sui2017,135
conf/sui/sui2018,63
conf/sui/sui2019,11
conf/sum/sum2007,139
conf/sum/sum2008,119
conf/sum/sum2009,135
conf/sum/sum2010,96
conf/sum/sum2011,140
conf/sum/sum2012,109
conf/sum/sum2013,128
conf/sum/sum2014,69
conf/sum/sum2015,51
conf/sum/sum2016,34
conf/sum/sum2017,38
conf/sum/sum2018,9
conf/sum/sum2019,20
conf/sumo/sumo2014,10
conf/supercomputer/isc2013,207
conf/supercomputer/isc2014,229
conf/supercomputer/isc2015,163
conf/supercomputer/isc2016,154
conf/supercomputer/isc2016w,106
conf/supercomputer/isc2017,116
conf/supercomputer/isc2017w,59
conf/supercomputer/isc2018,34
conf/supercomputer/isc2018w,41
conf/supercomputer/isc2019,14
conf/supercomputer/isc2019w,15
conf/supercomputer/isc2020,8
conf/supercomputer/supercomputer1989,6
conf/supercomputer/supercomputer1990,6
conf/supercomputer/supercomputer1991,3
conf/supercomputer/supercomputer1992,5
conf/supercomputer/supercomputer1993,13
conf/superhuman/sh2018,13
conf/svm/svm2002,377
conf/svm2/svm2008,10
conf/svm2/svm2009,4
conf/swarm/icsi2010-1,452
conf/swarm/icsi2010-2,100
conf/swarm/icsi2011-1,309
conf/swarm/icsi2011-2,100
conf/swarm/icsi2012-1,238
conf/swarm/icsi2012-2,78
conf/swarm/icsi2013-1,180
conf/swarm/icsi2013-2,105
conf/swarm/icsi2014-1,177
conf/swarm/icsi2014-2,121
conf/swarm/icsi2015-1,124
conf/swarm/icsi2015-2,68
conf/swarm/icsi2015-3,50
conf/swarm/icsi2016-1,65
conf/swarm/icsi2016-2,42
conf/swarm/icsi2017-1,38
conf/swarm/icsi2017-2,45
conf/swarm/icsi2018-1,48
conf/swarm/icsi2018-2,48
conf/swarm/icsi2019-1,21
conf/swarm/icsi2019-2,17
conf/swarm/icsi2020,1
conf/swat/swat2002,146
conf/swat/swat2004,305
conf/swat/swat2006,181
conf/swat/swat2008,90
conf/swat/swat2010,156
conf/swat/swat2012,156
conf/swat/swat2014,143
conf/swat/swat88,138
conf/swat/swat90,173
conf/swat/swat92,136
conf/swat/swat94,101
conf/swat/swat96,218
conf/swat4ls/swat4ls2011,10
conf/swb/geo2011,37
conf/swm/swm1997,3
conf/swqd/swqd2012,60
conf/swqd/swqd2013,70
conf/swqd/swqd2014,38
conf/swqd/swqd2015,21
conf/swqd/swqd2016,20
conf/swqd/swqd2017,20
conf/swqd/swqd2018,4
conf/swqd/swqd2019,7
conf/sws/sws2004,86
conf/sws/sws2005,139
conf/sws/sws2006,127
conf/sws/sws2007,99
conf/sws/sws2008,98
conf/sws/sws2009,66
conf/syben/syben98,25
conf/syde/syde2015,48
conf/symbiotic/symbiotic2014,49
conf/symbiotic/symbiotic2015,27
conf/symbiotic/symbiotic2016,25
conf/symbiotic/symbiotic2017,11
conf/systor/systor2009,435
conf/systor/systor2010,144
conf/systor/systor2011,112
conf/systor/systor2012,220
conf/systor/systor2013,153
conf/systor/systor2014,90
conf/systor/systor2015,101
conf/systor/systor2016,53
conf/systor/systor2017,34
conf/systor/systor2018,26
conf/systor/systor2019,22
conf/systor/systor2020,1
conf/taai/taai2014,46
conf/tableaux/dali2017,21
conf/tableaux/tableaux2000,173
conf/tableaux/tableaux2002,183
conf/tableaux/tableaux2003,99
conf/tableaux/tableaux2005,113
conf/tableaux/tableaux2007,92
conf/tableaux/tableaux2009,116
conf/tableaux/tableaux2011,88
conf/tableaux/tableaux2013,65
conf/tableaux/tableaux2015,66
conf/tableaux/tableaux2017,26
conf/tableaux/tableaux2019,22
conf/tableaux/tableaux95,109
conf/tableaux/tableaux96,180
conf/tableaux/tableaux98,249
conf/tableaux/tableaux99,93
conf/tabletop/iss2016,210
conf/tabletop/iss2016c,32
conf/tabletop/iss2017,198
conf/tabletop/iss2018,63
conf/tabletop/iss2019,18
conf/tabletop/its2009,432
conf/tabletop/its2010,771
conf/tabletop/its2011,387
conf/tabletop/its2012,453
conf/tabletop/its2013,517
conf/tabletop/its2014,331
conf/tabletop/its2015,224
conf/tacas/tacas2000,617
conf/tacas/tacas2001,1005
conf/tacas/tacas2002,866
conf/tacas/tacas2004,1332
conf/tacas/tacas2005,1272
conf/tacas/tacas2006,1016
conf/tacas/tacas2007,1093
conf/tacas/tacas2008,2987
conf/tacas/tacas2009,696
conf/tacas/tacas2010,822
conf/tacas/tacas2011,612
conf/tacas/tacas2012,688
conf/tacas/tacas2013,727
conf/tacas/tacas2014,857
conf/tacas/tacas2015,946
conf/tacas/tacas2016,506
conf/tacas/tacas2017-1,221
conf/tacas/tacas2017-2,211
conf/tacas/tacas2018-1,125
conf/tacas/tacas2018-2,109
conf/tacas/tacas2019-1,65
conf/tacas/tacas2019-2,74
conf/tacas/tacas2019-3,113
conf/tacas/tacas2020-1,22
conf/tacas/tacas2020-2,31
conf/tacas/tacas95,289
conf/tacas/tacas96,687
conf/tacas/tacas99,281
conf/tacs/tacs2001,294
conf/tacs/tacs91,329
conf/tacs/tacs94,381
conf/tadds/tadds2011,4
conf/tadds/tadds2012,8
conf/tafa/tafa2011,107
conf/tafa/tafa2013,49
conf/tafa/tafa2015,34
conf/tafa/tafa2017,9
conf/tagt/tagt1994,187
conf/tagt/tagt1998,240
conf/taicpart/taicpart2010,83
conf/tainn/tainn2005,34
conf/tal/estal2004,112
conf/tal/gotal2008,153
conf/tal/icetal2010,101
conf/tal/japtal2012,53
conf/tal/poltal2014,53
conf/tamc/tamc2006,213
conf/tamc/tamc2007,137
conf/tamc/tamc2008,169
conf/tamc/tamc2009,92
conf/tamc/tamc2010,101
conf/tamc/tamc2011,86
conf/tamc/tamc2012,88
conf/tamc/tamc2013,66
conf/tamc/tamc2014,56
conf/tamc/tamc2015,59
conf/tamc/tamc2017,41
conf/tamc/tamc2019,17
conf/tamc/tamc2020,1
conf/tamoco/tamoco2009,1
conf/tamodia/tamodia2004,129
conf/tamodia/tamodia2005,90
conf/tamodia/tamodia2006,93
conf/tamodia/tamodia2007,148
conf/tamodia/tamodia2008,89
conf/tamodia/tamodia2009,41
conf/tap/tap2007,109
conf/tap/tap2008,390
conf/tap/tap2009,87
conf/tap/tap2010,68
conf/tap/tap2011,79
conf/tap/tap2012,96
conf/tap/tap2013,97
conf/tap/tap2014,58
conf/tap/tap2015,34
conf/tap/tap2016,32
conf/tap/tap2017,15
conf/tap/tap2018,23
conf/tap/tap2019,3
conf/tapas/tapas2011,75
conf/tapia/tapia2003,58
conf/tapia/tapia2005,19
conf/tapia/tapia2007,6
conf/tapia/tapia2009,41
conf/tapsoft/tapsoft85-1,156
conf/tapsoft/tapsoft85-2,110
conf/tapsoft/tapsoft87-1,176
conf/tapsoft/tapsoft89-1,174
conf/tapsoft/tapsoft89-2,175
conf/tapsoft/tapsoft91-1,182
conf/tapsoft/tapsoft91-2,185
conf/tapsoft/tapsoft93,284
conf/tapsoft/tapsoft95,403
conf/tark/tark2003,129
conf/tark/tark2007,225
conf/tark/tark2009,112
conf/tark/tark2011,127
conf/taros/taros2011,110
conf/taros/taros2012,98
conf/taros/taros2013,41
conf/taros/taros2014,93
conf/taros/taros2015,43
conf/taros/taros2016,60
conf/taros/taros2017,40
conf/taros/taros2018,33
conf/taros/taros2019-1,11
conf/taros/taros2019-2,9
conf/tat/tat1989,4
conf/tat/tat1990,9
conf/tat/tat1993,2
conf/tau/tau2002,121
conf/tbillc/tbillc2005,44
conf/tbillc/tbillc2007,51
conf/tbillc/tbillc2009,23
conf/tbillc/tbillc2011,24
conf/tbillc/tbillc2013,25
conf/tbillc/tbillc2015,11
conf/tbillc/tbillc2017,3
conf/tcc/tcc2004,1213
conf/tcc/tcc2005,1471
conf/tcc/tcc2006,839
conf/tcc/tcc2007,1809
conf/tcc/tcc2008,933
conf/tcc/tcc2009,1396
conf/tcc/tcc2010,882
conf/tcc/tcc2011,1126
conf/tcc/tcc2012,830
conf/tcc/tcc2013,704
conf/tcc/tcc2014,732
conf/tcc/tcc2015-1,291
conf/tcc/tcc2015-2,586
conf/tcc/tcc2016a1,274
conf/tcc/tcc2016a2,350
conf/tcc/tcc2016b1,171
conf/tcc/tcc2016b2,316
conf/tcc/tcc2017-1,169
conf/tcc/tcc2017-2,138
conf/tcc/tcc2018-1,53
conf/tcc/tcc2018-2,87
conf/tcc/tcc2019-1,15
conf/tcc/tcc2019-2,28
conf/tcgov/tcgov2005,124
conf/tcs/tcs1977,80
conf/tcs/tcs1979,120
conf/tdb/tdb95,217
conf/tea/caa2014,23
conf/tea/caa2015,14
conf/tea/tea2016,25
conf/tea/tea2017,12
conf/tea/tea2018,3
conf/teaa/teaa2005,28
conf/teaa/teaa2006,43
conf/tear/tear2010,51
conf/tear/tear2012,155
conf/tei/tei2007,845
conf/tei/tei2008,561
conf/tei/tei2009,524
conf/tei/tei2010,667
conf/tei/tei2011,740
conf/tei/tei2012,604
conf/tei/tei2013,553
conf/tei/tei2014,408
conf/tei/tei2015,882
conf/tei/tei2016,621
conf/tei/tei2017,352
conf/tei/tei2018,293
conf/tei/tei2019,137
conf/tei/tei2020,32
conf/teletraffic/itc2007,320
conf/tes/tes2001,128
conf/tes/tes2002,128
conf/tes/tes2003,123
conf/tes/tes2004,90
conf/tes/tes2005,58
conf/tes2/tes2014,63
conf/tesca/tesca2019,2
conf/testen/testen1992,2
conf/tex/tug2004,11
conf/tfcv/tfcv1994,167
conf/tfcv/tfcv1996,63
conf/tfcv/tfcv1998,33
conf/tfcv/tfcv2002,79
conf/tfcv/tfcv2011,92
conf/tfm/fmtea2019,8
conf/tfm/tfm2004,50
conf/tfm/tfm2009,26
conf/tgc/tgc2005,145
conf/tgc/tgc2006,97
conf/tgc/tgc2007,148
conf/tgc/tgc2008,67
conf/tgc/tgc2010,79
conf/tgc/tgc2011,43
conf/tgc/tgc2012,45
conf/tgc/tgc2013,72
conf/tgc/tgc2014,44
conf/tgc/tgc2015,14
conf/tic/tic2000,62
conf/ticttl/ticttl2011,36
conf/tidse/tidse2004,182
conf/tidse/tidse2006,263
conf/tipster/tipster1993,8
conf/tipster/tipster1996,29
conf/tipster/tipster1998,42
conf/tiwdc/tiwdc2017,10
conf/tjjccgg/tjjccgg2012,16
conf/tlca/tlca2001,233
conf/tlca/tlca2003,90
conf/tlca/tlca2005,236
conf/tlca/tlca2007,154
conf/tlca/tlca2009,136
conf/tlca/tlca2011,65
conf/tlca/tlca2013,35
conf/tlca/tlca97,133
conf/tlca/tlca99,169
conf/tldi/tldi2003,132
conf/tldi/tldi2005,109
conf/tldi/tldi2007,123
conf/tldi/tldi2009,46
conf/tldi/tldi2010,87
conf/tldi/tldi2011,42
conf/tldi/tldi2012,118
conf/tls/tls1987,256
conf/tma/tma2010,82
conf/tma/tma2011,80
conf/tma/tma2012,113
conf/tma/tma2014,31
conf/tma/tma2015,95
conf/tmra/tmra2005,45
conf/tmra/tmra2006,39
conf/tmra/tmra2007,11
conf/tncl/tncl1997,95
conf/tools/bsme2010,14
conf/tools/tools2019,15
conf/tools/tools46-2008,146
conf/tools/tools47-2009,72
conf/tools/tools48-2010,118
conf/tools/tools49-2011,102
conf/tools/tools50-2012,121
conf/tophpc/tophpc2017,1
conf/tosca/tosca2011,91
conf/tpcd/tpcd1994,90
conf/tpcg/cgvc2015,3
conf/tpcg/cgvc2016,4
conf/tpcg/cgvc2018,3
conf/tpcg/cgvc2019,2
conf/tpcg/tpcg2014,4
conf/tpctc/tpctc2009,223
conf/tpctc/tpctc2010,75
conf/tpctc/tpctc2011,46
conf/tpctc/tpctc2012,80
conf/tpctc/tpctc2013,86
conf/tpctc/tpctc2014,46
conf/tpctc/tpctc2015,34
conf/tpctc/tpctc2016,13
conf/tpctc/tpctc2017,6
conf/tpctc/tpctc2018,12
conf/tpctc/tpctc2019,1
conf/tphol/tphol2000,224
conf/tphol/tphol2001,174
conf/tphol/tphol2002,159
conf/tphol/tphol2003,244
conf/tphol/tphol2004,166
conf/tphol/tphol2005,405
conf/tphol/tphol2007,271
conf/tphol/tphol2008,517
conf/tphol/tphol2009,973
conf/tphol/tphol93,144
conf/tphol/tphol94,84
conf/tphol/tphol95,132
conf/tphol/tphol99,346
conf/tpnc/tpnc2012,22
conf/tpnc/tpnc2013,48
conf/tpnc/tpnc2014,31
conf/tpnc/tpnc2015,44
conf/tpnc/tpnc2016,40
conf/tpnc/tpnc2017,10
conf/tpnc/tpnc2018,43
conf/tpnc/tpnc2019,6
conf/tqc/tqc2008,35
conf/tqc/tqc2009,9
conf/tqc/tqc2010,48
conf/tqc/tqc2011,30
conf/tqc/tqc2012,19
conf/trap/trap2017,19
conf/tridentcom/tridentcom2016,12
conf/tridentcom/tridentcom2018,4
conf/trust/trust2008,171
conf/trust/trust2009,97
conf/trust/trust2010,324
conf/trust/trust2011,273
conf/trust/trust2012,304
conf/trust/trust2013,95
conf/trust/trust2014,89
conf/trust/trust2015,81
conf/trust/trust2016,30
conf/trustbus/trustbus2004,123
conf/trustbus/trustbus2005,102
conf/trustbus/trustbus2006,74
conf/trustbus/trustbus2007,72
conf/trustbus/trustbus2008,75
conf/trustbus/trustbus2009,91
conf/trustbus/trustbus2010,90
conf/trustbus/trustbus2011,57
conf/trustbus/trustbus2012,80
conf/trustbus/trustbus2013,33
conf/trustbus/trustbus2014,43
conf/trustbus/trustbus2015,52
conf/trustbus/trustbus2016,14
conf/trustbus/trustbus2017,24
conf/trustbus/trustbus2018,21
conf/trustbus/trustbus2019,18
conf/tsd/tsd1999,115
conf/tsd/tsd2000,101
conf/tsd/tsd2001,91
conf/tsd/tsd2003,115
conf/tsd/tsd2004,220
conf/tsd/tsd2005,203
conf/tsd/tsd2006,255
conf/tsd/tsd2007,293
conf/tsd/tsd2008,108
conf/tsd/tsd2009,103
conf/tsd/tsd2010,175
conf/tsd/tsd2011,138
conf/tsd/tsd2012,141
conf/tsd/tsd2013,177
conf/tsd/tsd2014,126
conf/tsd/tsd2015,83
conf/tsd/tsd2016,65
conf/tsd/tsd2017,46
conf/tsd/tsd2018,52
conf/tsd/tsd2019,17
conf/tsd/tsd2020,5
conf/tsdm/tsdm2000,121
conf/tssdv/tssdv1998,44
conf/tst/tst2010,160
conf/tst/tst2011,131
conf/tst/tst2012,167
conf/tst/tst2013,153
conf/tst/tst2014,141
conf/tst/tst2015,73
conf/tst/tst2016,56
conf/tst/tst2017,42
conf/tst/tst2018,20
conf/tst/tst2019,5
conf/ttcs/ttcs2015,12
conf/ttcs/ttcs2017,3
conf/tvx/imx2020,3
conf/tvx/tvx2014,224
conf/tvx/tvx2015,178
conf/tvx/tvx2016,90
conf/tvx/tvx2017,85
conf/tvx/tvx2017a,59
conf/tvx/tvx2018,83
conf/tvx/tvx2019,38
conf/types/types1999,27
conf/types/types2000,139
conf/types/types2002,175
conf/types/types2003,224
conf/types/types2004,69
conf/types/types2006,139
conf/types/types2007,49
conf/types/types2008,72
conf/types/types93,222
conf/types/types94,104
conf/types/types95,153
conf/types/types98,66
conf/ubimob/ubimob2004,25
conf/ubimob/ubimob2005,36
conf/ubimob/ubimob2008,4
conf/ubimob/ubimob2009,12
conf/uc/uc2005,90
conf/uc/uc2006,54
conf/uc/uc2007,88
conf/uc/uc2008,29
conf/uc/uc2009,47
conf/uc/uc2010,36
conf/uc/uc2011,36
conf/uc/ucnc2012,35
conf/uc/ucnc2013,91
conf/uc/ucnc2014,112
conf/uc/ucnc2015,56
