url,Citazioni
conf/dimacs/dimacs7,93
conf/dimacs/dimacs70,22
conf/dimacs/dimacs71,31
conf/dimacs/dimacs72,72
conf/dimacs/dimacs73,4
conf/dimacs/dimacs74,101
conf/dimacs/dimacs75,22
conf/dimacs/dimacs76,3
conf/dimacs/dimacs8,10
conf/dimacs/dimacs9,16
conf/dimea/dimea2007,185
conf/dimea/dimea2008,376
conf/dimva/dimva2005,211
conf/dimva/dimva2006,119
conf/dimva/dimva2007,253
conf/dimva/dimva2008,494
conf/dimva/dimva2009,159
conf/dimva/dimva2010,224
conf/dimva/dimva2011,146
conf/dimva/dimva2012,220
conf/dimva/dimva2013,161
conf/dimva/dimva2014,189
conf/dimva/dimva2015,274
conf/dimva/dimva2016,250
conf/dimva/dimva2017,162
conf/dimva/dimva2018,39
conf/dimva/dimva2019,24
conf/dimva/dimva2020,2
conf/dips/dips1981,23
conf/dis/dis2000,100
conf/dis/dis2001,144
conf/dis/dis2002,167
conf/dis/dis2003,125
conf/dis/dis2004,274
conf/dis/dis2005,104
conf/dis/dis2006,123
conf/dis/dis2007,174
conf/dis/dis2008,126
conf/dis/dis2009,100
conf/dis/dis2010,64
conf/dis/dis2011,75
conf/dis/dis2012,64
conf/dis/dis2013,56
conf/dis/dis2014,153
conf/dis/dis2015,30
conf/dis/dis2016,87
conf/dis/dis2017,17
conf/dis/dis2018,26
conf/dis/dis2019,11
conf/dis/dis98,151
conf/dis/dis99,141
conf/disappearing/disappearing2007,59
conf/discipl/discipl2000,81
conf/disco/disco1990,117
conf/disco/disco1992,19
conf/disco/disco1996,50
conf/dl/dl2000,1204
conf/dl/dl96,357
conf/dl/dl97,441
conf/dl/dl98,403
conf/dl/dl99,675
conf/dlfm/dlfm2016,12
conf/dlfm/dlfm2018,12
conf/dlfm/dlfm2019,4
conf/dls/dls2005,89
conf/dls/dls2007,122
conf/dls/dls2008,47
conf/dls/dls2009,58
conf/dls/dls2010,69
conf/dls/dls2011,44
conf/dls/dls2012,99
conf/dls/dls2013,90
conf/dls/dls2014,96
conf/dls/dls2015,62
conf/dls/dls2016,62
conf/dls/dls2017,12
conf/dls/dls2018,10
conf/dls/dls2019,5
conf/dlt/dlt1999,54
conf/dlt/dlt2003,163
conf/dlt/dlt2004,126
conf/dlt/dlt2005,100
conf/dlt/dlt2006,175
conf/dlt/dlt2007,157
conf/dlt/dlt2008,130
conf/dlt/dlt2009,169
conf/dlt/dlt2010,100
conf/dlt/dlt2011,118
conf/dlt/dlt2012,85
conf/dlt/dlt2013,100
conf/dlt/dlt2014,51
conf/dlt/dlt2015,71
conf/dlt/dlt2016,29
conf/dlt/dlt2017,30
conf/dlt/dlt2018,33
conf/dlt/dlt2019,4
conf/dmbd/dmbd2016,65
conf/dmbd/dmbd2017,30
conf/dmbd/dmbd2018,223
conf/dmbd/dmbd2019,10
conf/dmg/dmg2005,36
conf/dmsn/dmsn2004,352
conf/dmsn/dmsn2005,59
conf/dmsn/dmsn2006,45
conf/dmsn/dmsn2007,14
conf/dmsn/dmsn2008,25
conf/dmsn/dmsn2009,22
conf/dmsn/dmsn2010,107
conf/dmtcs/dmtcs2001,75
conf/dmtcs/dmtcs2003,96
conf/dna/dna2000,126
conf/dna/dna2002,207
conf/dna/dna2003,248
conf/dna/dna2004,326
conf/dna/dna2005,141
conf/dna/dna2006,142
conf/dna/dna2007,98
conf/dna/dna2008,56
conf/dna/dna2009,55
conf/dna/dna2010,74
conf/dna/dna2011,100
conf/dna/dna2012,73
conf/dna/dna2013,88
conf/dna/dna2014,71
conf/dna/dna2015,74
conf/dna/dna2016,31
conf/dna/dna2017,47
conf/dna/dna2018,26
conf/dna/dna2019,2
conf/dnis/dnis2000,16
conf/dnis/dnis2002,75
conf/dnis/dnis2003,62
conf/dnis/dnis2005,67
conf/dnis/dnis2007,31
conf/dnis/dnis2010,99
conf/dnis/dnis2011,38
conf/dnis/dnis2013,56
conf/dnis/dnis2014,34
conf/dnis/dnis2015,27
conf/doceng/dchanges2014,5
conf/doceng/dchanges2015,3
conf/doceng/dchanges2016,2
conf/doceng/dhcase2013,19
conf/doceng/doceng2001,112
conf/doceng/doceng2002,186
conf/doceng/doceng2003,201
conf/doceng/doceng2004,177
conf/doceng/doceng2005,141
conf/doceng/doceng2006,205
conf/doceng/doceng2007,105
conf/doceng/doceng2008,193
conf/doceng/doceng2009,190
conf/doceng/doceng2010,137
conf/doceng/doceng2011,193
conf/doceng/doceng2012,79
conf/doceng/doceng2013,146
conf/doceng/doceng2014,76
conf/doceng/doceng2015,100
conf/doceng/doceng2016,62
conf/doceng/doceng2017,52
conf/doceng/doceng2018,29
conf/doceng/doceng2019,14
conf/dolap/dolap1998,148
conf/dolap/dolap1999,195
conf/dolap/dolap2000,115
conf/dolap/dolap2001,127
conf/dolap/dolap2002,264
conf/dolap/dolap2003,97
conf/dolap/dolap2004,242
conf/dolap/dolap2005,287
conf/dolap/dolap2006,123
conf/dolap/dolap2007,156
conf/dolap/dolap2008,98
conf/dolap/dolap2009,154
conf/dolap/dolap2010,107
conf/dolap/dolap2011,228
conf/dolap/dolap2012,64
conf/dolap/dolap2013,97
conf/dolap/dolap2014,50
conf/dolap/dolap2015,56
conf/dood/dood91,357
conf/dood/dood93,220
conf/dood/dood95,257
conf/dood/dood97,114
conf/door/door2016,113
conf/dosier/dosier2019,4
conf/dphoto/dphoto2005,38
conf/dphoto/dphoto2006,100
conf/dphoto/dphoto2007,135
conf/dphoto/dphoto2008,60
conf/dphoto/dphoto2009,78
conf/dphoto/dphoto2010,65
conf/dphoto/dphoto2011,55
conf/dphoto/dphoto2012,100
conf/dphoto/dphoto2013,69
conf/dphoto/dphoto2014,55
conf/dphoto/dphoto2015,13
conf/dppi/dppi2003,241
conf/dppi/dppi2007,316
conf/dppi/dppi2011,169
conf/dppi/dppi2013,183
conf/dpta/dpta2019,4
conf/drm/drm2003w,168
conf/drm/drm2004,187
conf/drm/drm2005,128
conf/drm/drm2006,98
conf/drm/drm2007,57
conf/drm/drm2008,55
conf/drm/drm2009,21
conf/drm/drm2010,43
conf/drm/drm2011,17
conf/drmtics/drmtics2005,58
conf/drr/dr1994,96
conf/drr/dr1995,132
conf/drr/dr1996,91
conf/drr/dr1997,58
conf/drr/dr1998,107
conf/drr/drr1999,66
conf/drr/drr2000,61
conf/drr/drr2001,79
conf/drr/drr2002,56
conf/drr/drr2003,168
conf/drr/drr2004,77
conf/drr/drr2005,121
conf/drr/drr2006,54
conf/drr/drr2007,100
conf/drr/drr2008,183
conf/drr/drr2009,145
conf/drr/drr2010,32
conf/drr/drr2011,130
conf/drr/drr2012,82
conf/drr/drr2013,146
conf/drr/drr2014,21
conf/drr/drr2015,36
conf/dsai/dsai2013,346
conf/dsai/dsai2015,181
conf/dsai/dsai2016,80
conf/dsai/dsai2018,44
conf/dser/dser2001,5
conf/dsit/dsit2018,7
conf/dsit/dsit2019,8
conf/dsl/dsl1999,246
conf/dsl/dsl2009,128
conf/dsmml/dsmml2004,108
conf/dsom/dsom1999,54
conf/dsom/dsom2000,31
conf/dsom/dsom2002,155
conf/dsom/dsom2003,162
conf/dsom/dsom2004,74
conf/dsom/dsom2005,140
conf/dsom/dsom2006,128
conf/dsom/dsom2007,123
conf/dsom/dsom2008,81
conf/dsom/dsom2009,44
conf/dsp/dsp2002,95
conf/dsscv/dsscv2005,61
conf/dsvis/dsvis1995,92
conf/dsvis/dsvis1996,102
conf/dsvis/dsvis1997,73
conf/dsvis/dsvis1998-1,59
conf/dsvis/dsvis1999,46
conf/dsvis/dsvis2000,105
conf/dsvis/dsvis2001,101
conf/dsvis/dsvis2002,90
conf/dsvis/dsvis2003,240
conf/dsvis/dsvis2005,54
conf/dsvis/dsvis2006,75
conf/dsvis/dsvis2008,103
conf/dtuc/dtuc2018,2
conf/dux/dux2007,77
conf/dydess/dydess2014,33
conf/dynamo/dynamo2000,109
conf/e2dc/e2dc2012,56
conf/e2dc/e2dc2013,15
conf/e2dc/e2dc2014,30
conf/e2dc/e2dc2016,20
conf/e4mas/e4mas2004,248
conf/e4mas/e4mas2005,112
conf/e4mas/e4mas2006,177
conf/e4mas/e4mas2014,29
conf/eacl/enlg2010,46
conf/eagc/eagc2003,238
conf/eagc/eagc2004,282
conf/eaia/eaia1990,3
conf/eamt/eamt1993,16
conf/eann/eann2009,109
conf/eann/eann2012,44
conf/eann/eann2013-1,74
conf/eann/eann2013-2,55
conf/eann/eann2014,39
conf/eann/eann2015,45
conf/eann/eann2015c,67
conf/eann/eann2016,89
conf/eann/eann2017,109
conf/eann/eann2018,13
conf/eann/eann2019,36
conf/eann/eann2020,1
conf/easc/easc2014,124
conf/easc/easc2016,23
conf/ease/ease2011,242
conf/ease/ease2012,122
conf/ease/ease2013,173
conf/ease/ease2014,600
conf/ease/ease2015,168
conf/ease/ease2016,170
conf/ease/ease2017,158
conf/ease/ease2018,34
conf/ease/ease2019,30
conf/ease/ease2020,14
conf/easss/easss2001,311
conf/eatis/eatis2007,81
conf/eatis/eatis2008,50
conf/eatis/eatis2009,55
conf/eatis/eatis2012,55
conf/eatis/eatis2014,62
conf/eatis/eatis2018,4
conf/ebernburg/ebernburg1990,15
conf/ebiss/ebiss2011,32
conf/ebiss/ebiss2012,89
conf/ebiss/ebiss2013,8
conf/ebiss/ebiss2014,16
conf/ebiss/ebiss2015,5
conf/ebiss/ebiss2016,5
conf/ebiss/ebiss2017,6
conf/ec/ec1994,20
conf/ecAgents/ecAgents2001,74
conf/eca/eca1994,65
conf/ecai/ai4km2012,13
conf/ecai/cgw2014,23
conf/ecai/coredema2016,14
conf/ecai/ecai1992w1,40
conf/ecai/ecai1996w1,54
conf/ecai/ecai1996w2,76
conf/ecai/ecai2008,7
conf/ecai/ecai2010,16
conf/ecai/ecai2012,29
conf/ecai/ecai2014,52
conf/ecai/ecai2016,47
conf/ecai/eternals2012,17
conf/ecai/kr4hc2010,18
conf/ecai/praise2016,27
conf/ecaiw/ecaiw2000,80
conf/ecaiw/ecaiw2000-2,48
conf/ecaiw/ecaiw94,534
conf/ecaiw/k4help2008,27
conf/ecal/ecal2003,529
conf/ecal/ecal2005,336
conf/ecal/ecal2007,445
conf/ecal/ecal2009-1,76
conf/ecal/ecal2009-2,101
conf/ecal/ecal2013,257
conf/ecal/ecal2015,66
conf/ecal/ecal2017,80
conf/ecal/ecal95,569
conf/ecal/ecal99,403
conf/ecbs/ecbs2017,16
conf/ecbseerc/ecbs2019,5
conf/ecc/ecc2014-1,36
conf/ecc/ecc2014-2,58
conf/ecc/ecc2015,39
conf/ecc/ecc2016,5
conf/ecc/ecc2017,13
conf/eccb/eccb2005,1
conf/ecce/ecce2007,104
conf/ecce/ecce2008,76
conf/ecce/ecce2010,135
conf/ecce/ecce2011,71
conf/ecce/ecce2012,63
conf/ecce/ecce2013,76
conf/ecce/ecce2014,40
conf/ecce/ecce2015,10
conf/ecce/ecce2016,41
conf/ecce/ecce2017,42
conf/ecce/ecce2018,22
conf/ecce/ecce2019,12
conf/eccs/eccs2014,26
conf/eccsp/eccsp1993,37
conf/eccv/eccv1992,1583
conf/eccv/eccv1994-1,673
conf/eccv/eccv1996-2,697
conf/eccv/eccv1996w,128
conf/eccv/eccv2000-1,735
conf/eccv/eccv2002-1,1544
conf/eccv/eccv2002-2,767
conf/eccv/eccv2002-3,1174
conf/eccv/eccv2002-4,1399
conf/eccv/eccv2002w,186
conf/eccv/eccv2004-1,1603
conf/eccv/eccv2004-2,606
conf/eccv/eccv2004-3,741
conf/eccv/eccv2004-4,1362
conf/eccv/eccv2004bioaw,430
conf/eccv/eccv2004hci,126
conf/eccv/eccv2004smvp,126
conf/eccv/eccv2004w,256
conf/eccv/eccv2006-1,3304
conf/eccv/eccv2006-2,1700
conf/eccv/eccv2006-3,996
conf/eccv/eccv2006-4,1426
conf/eccv/eccv2006cvamia,83
conf/eccv/eccv2006hci,104
conf/eccv/eccv2008-1,2330
conf/eccv/eccv2008-2,1585
conf/eccv/eccv2008-3,1504
conf/eccv/eccv2008-4,1528
conf/eccv/eccv2010-1,1914
conf/eccv/eccv2010-2,1035
conf/eccv/eccv2010-3,1172
conf/eccv/eccv2010-4,2330
conf/eccv/eccv2010-5,1610
conf/eccv/eccv2010-6,989
conf/eccv/eccv2010w1,163
conf/eccv/eccv2010w2,130
conf/eccv/eccv2012-1,1219
conf/eccv/eccv2012-2,1738
conf/eccv/eccv2012-3,1421
conf/eccv/eccv2012-4,1446
conf/eccv/eccv2012-5,1541
conf/eccv/eccv2012-6,1622
conf/eccv/eccv2012-7,799
conf/eccv/eccv2012w1,521
conf/eccv/eccv2012w2,274
conf/eccv/eccv2012w3,373
conf/eccv/eccv2014-1,2707
conf/eccv/eccv2014-2,1235
conf/eccv/eccv2014-3,1440
conf/eccv/eccv2014-4,1479
conf/eccv/eccv2014-5,2864
conf/eccv/eccv2014-6,1572
conf/eccv/eccv2014-7,1481
conf/eccv/eccv2014w1,251
conf/eccv/eccv2014w2,349
conf/eccv/eccv2014w3,169
conf/eccv/eccv2014w4,66
conf/eccv/eccv2016-1,1243
conf/eccv/eccv2016-2,2028
conf/eccv/eccv2016-3,1231
conf/eccv/eccv2016-4,2482
conf/eccv/eccv2016-5,1055
conf/eccv/eccv2016-6,1109
conf/eccv/eccv2016-7,1194
conf/eccv/eccv2016-8,1785
conf/eccv/eccv2016w1,243
conf/eccv/eccv2016w2,782
conf/eccv/eccv2016w3,353
conf/eccv/eccv2018-1,416
conf/eccv/eccv2018-10,298
conf/eccv/eccv2018-11,305
conf/eccv/eccv2018-12,181
conf/eccv/eccv2018-13,348
conf/eccv/eccv2018-14,442
conf/eccv/eccv2018-15,289
conf/eccv/eccv2018-16,210
conf/eccv/eccv2018-2,264
conf/eccv/eccv2018-3,400
conf/eccv/eccv2018-4,346
conf/eccv/eccv2018-5,221
conf/eccv/eccv2018-6,281
conf/eccv/eccv2018-7,857
conf/eccv/eccv2018-8,243
conf/eccv/eccv2018-9,329
conf/eccv/eccv2018w1,61
conf/eccv/eccv2018w2,36
conf/eccv/eccv2018w3,50
conf/eccv/eccv2018w4,37
conf/eccv/eccv2018w5,138
conf/eccv/eccv2018w6,45
conf/eccv/eccv2020-12,4
conf/eccv/eccv2020-16,1
conf/eccv/eccv2020-5,1
conf/eccv/wdv2006,134
conf/ecda/ecda2013,50
conf/ecda/ecda2014,28
conf/ecdp/ecdp2019,17
conf/echt/echt92,436
conf/echt/echt94,236
conf/eci/eci1978,55
conf/eci/eci76,28
conf/eci/eci81,18
conf/ecil/ecil2014,107
conf/ecil/ecil2015,71
conf/ecil/ecil2016,40
conf/ecil/ecil2017,40
conf/ecil/ecil2018,8
conf/ecir/ecir2002,136
conf/ecir/ecir2003,408
conf/ecir/ecir2004,328
conf/ecir/ecir2005,635
conf/ecir/ecir2006,434
conf/ecir/ecir2007,742
conf/ecir/ecir2008,619
conf/ecir/ecir2009,686
conf/ecir/ecir2010,595
conf/ecir/ecir2011,1085
conf/ecir/ecir2012,322
conf/ecir/ecir2013,567
conf/ecir/ecir2014,387
conf/ecir/ecir2015,353
conf/ecir/ecir2016,443
conf/ecir/ecir2017,239
conf/ecir/ecir2018,196
conf/ecir/ecir2019-1,70
conf/ecir/ecir2019-2,69
conf/ecir/ecir2020-1,21
conf/ecir/ecir2020-2,30
conf/ecir/gamifir2014,44
conf/ecir/mrdm2015,39
conf/eclap/eclap2013,36
conf/eclipse/eclipse2004,148
conf/eclipse/eclipse2005,220
conf/eclipse/eclipse2006,84
conf/eclipse/eclipse2007,174
conf/eclipse/eclipse2014,6
conf/eclipse/eclipse2015,3
conf/ecmast/ecmast1998,58
conf/ecmast/ecmast1999,41
conf/ecmdafa/ecmdafa2005,266
conf/ecmdafa/ecmdafa2006,389
conf/ecmdafa/ecmdafa2007,148
conf/ecmdafa/ecmdafa2008,341
conf/ecmdafa/ecmdafa2009,312
conf/ecmdafa/ecmfa2010,218
conf/ecmdafa/ecmfa2011,133
conf/ecmdafa/ecmfa2012,155
conf/ecmdafa/ecmfa2013,37
conf/ecmdafa/ecmfa2014,93
conf/ecmdafa/ecmfa2015,41
conf/ecmdafa/ecmfa2016,63
conf/ecmdafa/ecmfa2017,57
conf/ecmdafa/ecmfa2018,23
conf/ecmdafa/tw2010,43
conf/ecml/ecml2000,423
conf/ecml/ecml2001,843
conf/ecml/ecml2002,410
conf/ecml/ecml2003,380
conf/ecml/ecml2004,963
conf/ecml/ecml2005,723
conf/ecml/ecml2006,496
conf/ecml/ecml2007,895
conf/ecml/ecml93,506
conf/ecml/ecml94,174
conf/ecml/ecml95,339
conf/ecml/ecml97,228
conf/ecml/mcd2007,55
conf/ecms/ecms2009,86
conf/ecms/ecms2010,120
conf/ecms/ecms2011,66
conf/ecms/ecms2012,106
conf/ecms/ecms2013,119
conf/ecms/ecms2014,91
conf/ecms/ecms2015,72
conf/ecms/ecms2016,81
conf/ecms/ecms2017,75
conf/ecms/ecms2018,16
conf/ecms/ecms2019,5
conf/ecms/ecms2020,4
conf/econvn/econvn2018,27
conf/econvn/econvn2019,17
conf/ecoop/acme2013,14
conf/ecoop/coompl2013,4
conf/ecoop/cop2009,90
conf/ecoop/cop2010,12
conf/ecoop/cop2011,22
conf/ecoop/cop2012,11
conf/ecoop/cop2013,10
conf/ecoop/cop2014,47
conf/ecoop/cop2015,16
conf/ecoop/cop2016,17
conf/ecoop/cop2017,6
conf/ecoop/cop2018,6
conf/ecoop/ecoop2000,319
conf/ecoop/ecoop2001,255
conf/ecoop/ecoop2002,365
conf/ecoop/ecoop2003,432
conf/ecoop/ecoop2004,438
conf/ecoop/ecoop2005,582
conf/ecoop/ecoop2006,483
conf/ecoop/ecoop2007,356
conf/ecoop/ecoop2008,428
conf/ecoop/ecoop2009,564
conf/ecoop/ecoop2010,507
conf/ecoop/ecoop2011,323
conf/ecoop/ecoop2012,401
conf/ecoop/ecoop2013,326
conf/ecoop/ecoop2014,312
conf/ecoop/ecoop87,252
conf/ecoop/ecoop88,200
conf/ecoop/ecoop93,521
conf/ecoop/ecoop99,320
conf/ecoop/ftfjp2009,24
conf/ecoop/ftfjp2010,21
conf/ecoop/ftfjp2011,27
conf/ecoop/ftfjp2012,61
conf/ecoop/ftfjp2013,31
conf/ecoop/ftfjp2014,15
conf/ecoop/ftfjp2015,16
conf/ecoop/ftfjp2017,8
conf/ecoop/ftfjp2019,2
conf/ecoop/globaldsl2013,18
conf/ecoop/icooolps2009,39
conf/ecoop/icooolps2010,3
conf/ecoop/icooolps2011,21
conf/ecoop/icooolps2013,3
conf/ecoop/icooolps2014,12
conf/ecoop/icooolps2015,17
conf/ecoop/icooolps2016,6
conf/ecoop/icooolps2017,1
conf/ecoop/icooolps2018,5
conf/ecoop/maspeghi2015,3
conf/ecoop/plas2014,22
conf/ecoop/plas2015,30
conf/ecoop/ple2014,2
conf/ecoop/pmde2013,9
conf/ecoop/pmldc2016,16
conf/ecoop/ramse2009,21
conf/ecoop/ramse2010,16
conf/ecoop/ramse2012,4
conf/ecoop/scala2013,104
conf/ecoop/scala2014,22
conf/ecoop/sesos2013,51
conf/ecoopw/exception2000,94
conf/ecoopw/exception2006,56
conf/ecows/ecows2004,196
conf/ecows/mashups2010,35
conf/ecows/qasba2011,29
conf/ecows/wewst2006b,41
conf/ecows/wewst2007b,33
conf/ecows/wewst2008,13
conf/ecows/wewst2009,35
conf/ecows/wewst2010,22
conf/ecows/wewst2011,15
conf/ecp/ecp1997,248
conf/ecp/ecp1999,189
conf/ecrime/ecrime2007,220
conf/ecrime/ecrime2010,104
conf/ecsa/ecsa2007,141
conf/ecsa/ecsa2008,158
conf/ecsa/ecsa2010,203
conf/ecsa/ecsa2010c,314
conf/ecsa/ecsa2011,234
conf/ecsa/ecsa2011c,47
conf/ecsa/ecsa2013,167
conf/ecsa/ecsa2014,110
conf/ecsa/ecsa2014w,23
conf/ecsa/ecsa2015,74
conf/ecsa/ecsa2015w,134
conf/ecsa/ecsa2016,66
conf/ecsa/ecsa2017,33
conf/ecsa/ecsa2017c,47
conf/ecsa/ecsa2018,39
conf/ecsa/ecsa2018c,52
conf/ecsa/ecsa2019,11
conf/ecsa/ecsa2019c,10
conf/ecsa/sisos2016,6
conf/ecscw/ecscw1991,477
conf/ecscw/ecscw1999,327
conf/ecscw/ecscw2001,216
conf/ecscw/ecscw2009,156
conf/ecscw/ecscw2013,93
conf/ecscw/ecscw2015,127
conf/ecscw/ecscw2017ep,3
conf/ecscw/ecscw2018ep,2
conf/ecscw/ecscw2018pdp,1
conf/ecscw/ecscw2019ep,2
conf/ecsee/ecsee2018,14
conf/ecsq/ecsq2002,66
conf/ecsqaru/ecsqaru1991,148
conf/ecsqaru/ecsqaru1995,192
conf/ecsqaru/ecsqaru1999,130
conf/ecsqaru/ecsqaru2001,327
conf/ecsqaru/ecsqaru2003,211
conf/ecsqaru/ecsqaru2005,410
conf/ecsqaru/ecsqaru2007,313
conf/ecsqaru/ecsqaru2009,269
conf/ecsqaru/ecsqaru2011,142
conf/ecsqaru/ecsqaru2013,100
conf/ecsqaru/ecsqaru2015,80
conf/ecsqaru/ecsqaru2017,50
conf/ecsqaru/ecsqaru2019,12
conf/ecss/ecss2015,8
conf/ectel/ectel2006,306
conf/ectel/ectel2007,194
conf/ectel/ectel2008,161
conf/ectel/ectel2009,300
conf/ectel/ectel2010,212
conf/ectel/ectel2011,172
conf/ectel/ectel2012,224
conf/ectel/ectel2013,224
conf/ectel/ectel2014,217
conf/ectel/ectel2015,268
conf/ectel/ectel2016,247
conf/ectel/ectel2017,190
conf/ectel/ectel2018,87
conf/ectel/ectel2019,35
conf/ectel/ectel2020,1
conf/ecumn/ecumn2004,65
conf/ecweb/ecweb2000,241
conf/ecweb/ecweb2001,98
conf/ecweb/ecweb2002,332
conf/ecweb/ecweb2003,161
conf/ecweb/ecweb2004,188
conf/ecweb/ecweb2005,111
conf/ecweb/ecweb2006,123
conf/ecweb/ecweb2007,52
conf/ecweb/ecweb2008,17
conf/ecweb/ecweb2009,122
conf/ecweb/ecweb2010,61
conf/ecweb/ecweb2011,125
conf/ecweb/ecweb2012,87
conf/ecweb/ecweb2013,38
conf/ecweb/ecweb2014,48
conf/ecweb/ecweb2015,22
conf/ecweb/ecweb2016,16
conf/edbt/array2011,132
conf/edbt/beweb2011,24
conf/edbt/damap2008,47
conf/edbt/edbt2000,492
conf/edbt/edbt2004,1088
conf/edbt/edbt2006,971
conf/edbt/edbt2008,784
conf/edbt/edbt2009,1637
conf/edbt/edbt2010,1220
conf/edbt/edbt2011,855
conf/edbt/edbt2012,1013
conf/edbt/edbt2013,808
conf/edbt/edbt2014,5
conf/edbt/edbt2015,13
conf/edbt/edbt2016,14
conf/edbt/edbt2017,11
conf/edbt/edbt2018,10
conf/edbt/edbt2019,7
conf/edbt/edbt88,375
conf/edbt/edbt94,208
conf/edbt/edbtw2012,273
conf/edbt/edbtw2013,285
conf/edbt/lwdm2011,40
conf/edbt/pais2008,83
conf/edbt/pais2011,38
conf/edbt/phd2011,15
conf/edbt/ssps2008,28
conf/edbtw/edbtw2002,145
conf/edbtw/edbtw2004,488
conf/edbtw/edbtw2006,320
conf/edbtw/edbtw2009,50
conf/edbtw/edbtw2010,245
conf/edcc/cars2010,67
conf/edcc/edcc1994,117
conf/edcc/edcc1996,70
conf/edcc/edcc1999,151
conf/edcc/edcc2002,97
conf/edcc/edcc2005,185
conf/edcis/edcis2002,155
conf/edemocracy/edemocracy2013,21
conf/edemocracy/edemocracy2015,33
conf/edemocracy/edemocracy2017,7
conf/edemocracy/edemocracy2019,4
conf/edge/sec2017,123
conf/edge/sec2019,16
conf/edge/smartiot2017,12
conf/edge2/edge2018,13
conf/edge2/edge2019,1
conf/edo/edo2000,54
conf/edo/sem2002,52
conf/edo/sem2005,181
conf/edo/sem2006,78
conf/edurobotics/edurobotics2016,33
conf/edutainment/edutainment2006,327
conf/edutainment/edutainment2007,165
conf/edutainment/edutainment2008,172
conf/edutainment/edutainment2009,181
conf/edutainment/edutainment2010,114
conf/edutainment/edutainment2011,112
conf/edutainment/edutainment2012,61
conf/edutainment/edutainment2016,23
conf/edutainment/edutainment2017,21
conf/edutainment/edutainment2018,5
conf/eef/eef1996,82
conf/eef/eef2000,252
conf/eemmas/eemmas2007,83
conf/eenergy/eenergy2010,602
conf/eenergy/eenergy2011,155
conf/eenergy/eenergy2012,227
conf/eenergy/eenergy2013,302
conf/eenergy/eenergy2014,341
conf/eenergy/eenergy2015,147
conf/eenergy/eenergy2016,81
conf/eenergy/eenergy2016p,3
conf/eenergy/eenergy2017,112
conf/eenergy/eenergy2018,106
conf/eenergy/eenergy2019,60
conf/eenergy/eenergy2020,2
conf/eewc/eewc2011,41
conf/eewc/eewc2012,42
conf/eewc/eewc2013,58
conf/eewc/eewc2014,40
conf/eewc/eewc2015,39
conf/eewc/eewc2016,19
conf/eewc/eewc2017,19
conf/eewc/eewc2018,11
conf/eewc/eewc2019,1
conf/eextt/eextt2002,92
conf/efmi-stc/stc2010,2
conf/efmi-stc/stc2011,4
conf/efmi-stc/stc2012,1
conf/efmi-stc/stc2013,3
conf/efmi-stc/stc2018,3
conf/efmi-stc/stc2019,1
conf/egItaly/egItaly2014,5
conf/egItaly/egItaly2015,1
conf/egItaly/egItaly2016,3
conf/egItaly/stag2018,1
conf/egItaly/stag2019,1
conf/egc/egc2005,435
conf/egcas/egcas1997,189
conf/egcas/egcas1998,12
conf/egcas/egcas1999,118
conf/egcas/egcas2000,169
conf/egcee/egc2015,14
conf/egh/egh1997,141
conf/egh/egh1998,141
conf/egh/egh1999,124
conf/egh/egh2000,265
conf/egh/egh2001,158
conf/egh/egh2004,369
conf/egh/egh2005,235
conf/egh/egh2006,147
conf/egh/hpg2009,550
conf/egh/hpg2011,272
conf/egh/hpg2013,209
conf/egh/hpg2015,45
conf/egh/hpg2016,1
conf/egh/hpg2017,77
conf/egh/hpg2018,4
conf/egh/hpg2019s,1
conf/egice/egice2006,112
conf/egice/egice2018-1,27
conf/egice/egice2018-2,21
conf/egmm/egmm1999,38
conf/egose/egose2015,40
conf/egose/egose2016,43
conf/egose/egose2018,20
conf/egose/egose2019,2
conf/egov/egov2002,55
conf/egov/egov2003,298
conf/egov/egov2004,301
conf/egov/egov2005,125
conf/egov/egov2006,222
conf/egov/egov2007,261
conf/egov/egov2008,178
conf/egov/egov2009,138
conf/egov/egov2010,214
conf/egov/egov2011,177
conf/egov/egov2012,160
conf/egov/egov2013,122
conf/egov/egov2014,79
conf/egov/egov2015,47
conf/egov/egov2016,57
conf/egov/egov2017,50
conf/egov/egov2018,17
conf/egov/egov2019,20
conf/egov/egovis2010,82
conf/egov/egovis2011,73
conf/egov/egovis2012,51
conf/egov/egovis2013,74
conf/egov/egovis2014,54
conf/egov/egovis2015,56
conf/egovis/egovis2016,32
conf/egovis/egovis2017,25
conf/egovis/egovis2018,22
conf/egovis/egovis2019,5
conf/egpgv/egpgv2014,2
conf/egpgv/egpgv2015,1
conf/egpgv/egpgv2016,1
conf/egpgv/egpgv2017,1
conf/egpgv/egpgv2018,1
conf/egve/egve1993-95,84
conf/egve/egve1998,29
conf/egve/egve1999,52
conf/egve/egve2000,60
conf/egve/icat-egve2014,1
conf/egve/icat-egve2015,2
conf/egve/icat-egve2016,1
conf/egve/icat-egve2017p,1
conf/ehci/ehci2001,268
conf/ehci/ehci2004,226
conf/ehci/ehci2007,128
conf/ehealth/dh2015,121
conf/ehealth/dh2016,137
conf/ehealth/dh2017,93
conf/ehealth/dh2018,48
conf/ehealth/dph2019,3
conf/ehealth360/ehealth2016,87
conf/eics/eics2009,270
conf/eics/eics2010,226
conf/eics/eics2011,237
conf/eics/eics2012,249
conf/eics/eics2014,128
